Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Li,Zhen:BSTAT-3321-009-BUSINESS STATISTICS I"	Mean	4.0645	3.871	3.9032	4.4	4.2258	3.9032
	N	31	31	31	30	31	31
"Li,Zhen:BSTAT-5301-001-INTRODUCTION TO STATISTICS"	Mean	4.1667	3.6774	3.7241	4.3333	4.3	3.5667
	N	30	31	29	30	30	30
"Li,Zhen:OPMA-3306-001-OPERATIONS MANAGEMENT"	Mean	4.4	4.04	3.92	4.6	4.2	3.88
	N	25	25	25	25	25	25
"Li,Zhen:OPMA-3306-003-OPERATIONS MANAGEMENT"	Mean	4.2222	4.0926	3.9074	4.3519	4.2692	4.037
	N	54	54	54	54	52	54
"Liang,Jing:EE-5362-001-DIGITAL COMMUNICATIONS"	Mean	3.625	3.625	3.6875	3.875	3.625	3.5
	N	16	16	16	16	16	16
"Liang,Jing:EE-5362-002-DIGITAL COMMUNICATIONS"	Mean	4	4	4	4	4.6667	4
	N	3	3	3	3	3	3
"Liang,Jing:EE-5368-004-WIRELESS COMMUNICATION SYSTEMS"	Mean	3.5333	3.3214	3.4333	3.8	3.7931	3.4828
	N	30	28	30	30	29	29
"Liang,Qilian:EE-6367-001-ADV WIRELESS COMMUNICATIONS"	Mean	4.7692	4.4286	4.6154	4.7143	4.7143	4.6923
	N	13	14	13	14	14	13
"Liang,Qilian:EE-6367-002-ADV WIRELESS COMMUNICATIONS"	Mean	3	3	3	4	2.5	2.5
	N	2	2	2	2	2	2
"Liao,Guojun:MATH-5333-001-LINEAR ALGEBRA AND MATRICES"	Mean	3.9667	3.8	3.8	4.1667	4.1667	3.8667
	N	30	30	30	30	30	30
"Liao,Guojun:MATH-5361-001-APPLIED CALCULUS OF VARIATION"	Mean	5	5	5	5	5	5
	N	4	4	4	4	4	4
"Licea Salazar,Juan:MATH-1323-004-PRECALCULUS II"	Mean	3.1389	2.5278	2.9722	2.8056	4	2.4444
	N	36	36	36	36	36	36
"Liggett,Ronnie:BUSA-2304-001-INTRODUCTION TO BUSINESS"	Mean	4.3636	4.1364	4.3182	4.3636	4.3182	4.3636
	N	22	22	22	22	22	22
"Liggett,Ronnie:ECON-2305-001-PRIN MACRO ECO"	Mean	4.1	4.02	4.14	4.4	4.2041	4.08
	N	50	50	50	50	49	50
"Liggett,Ronnie:ECON-2305-008-PRIN MACRO ECO"	Mean	4.4074	4.1111	4.1111	4.5185	4.2222	4.2593
	N	27	27	27	27	27	27
"Liggett,Ronnie:ECON-2337-001-ECONOMICS SOC ISSUES"	Mean	4.1333	4	4.1333	4.3167	4.05	4.15
	N	60	60	60	60	60	60
"Liggett,Ronnie:ECON-3335-001-ECONOMICS OF PUBLIC POLICIES"	Mean	4.619	4.5714	4.7143	4.8095	4.619	4.85
	N	21	21	21	21	21	20
"Liguez,Lance:BCMN-2357-001-RADIO PRODUCTION I"	Mean	4.4667	4.5333	4.5333	4.6667	4.7333	4.7143
	N	15	15	15	15	15	14
"Liguez,Lance:BCMN-2357-002-RADIO PRODUCTION I"	Mean	4	4.2632	4.5263	4.6316	4.5	4.4211
	N	18	19	19	19	18	19
"Liguez,Lance:BCMN-3319-001-BROADCAST MANAGEMENT"	Mean	4.25	4.1667	4.0909	4.3333	4.2727	4.0833
	N	12	12	11	12	11	12
"Liles,Donald:IE-4308-001-QUALITY SYSTEMS"	Mean	2.6667	2.3333	2.1667	2.5	2	2
	N	6	6	6	6	6	5
"Liles,Donald:IE-5303-001-QUALITY SYSTEMS"	Mean	3.5909	3.7391	3.913	4.0952	3.9545	3.8571
	N	22	23	23	21	22	21
"Liles,Donald:IE-5303-002-QUALITY SYSTEMS"	Mean	3.5	3.5	4	4.5	4	3.5
	N	2	2	2	2	2	2
"Lima,Benjamin:ART-4315-001-ASPECTS CONTEMPORARY ART"	Mean	4.5	4.4348	4.75	4.7917	4.6667	4.7826
	N	24	23	24	24	24	23
"Lima,Benjamin:ART-5320-001-ART CRITICISM & THEORY"	Mean	3.9375	4.25	4.6875	4.5	4.6875	4.375
	N	16	16	16	16	16	16
"Lin,Jian:MATH-1316-010-MATH ECON & BUS ANLYS"	Mean	3.8889	3.6296	3.5926	4.1852	3.5556	3.3704
	N	27	27	27	27	27	27
"Lin,Jian:MATH-3330-002-MATRICES & LINEAR ALGEBRA"	Mean	3.9375	3.6875	3.5161	4.2258	4	4.1613
	N	32	32	31	31	32	31
"Lin,Qing:BIOL-4309-001-NEUROPHARMACOLOGY"	Mean	4	3.7273	4.1	4.0909	4.4545	3.7273
	N	11	11	10	11	11	11
"Linde,Clifton:AS-1121-001-FOUNDATION OF THE US AIR FORCE"	Mean	4.6923	4.7692	4.7692	4.7692	4.7692	4.7692
	N	13	13	13	13	13	13
"Linde,Clifton:AS-2121-001-US AIR AND SPACE POWER"	Mean	4.7778	4.7778	4.7778	4.7778	4.7778	4.7778
	N	9	9	9	9	9	9
"Linehan,Genevieve:ART-1305-004-TWO-DIMENSIONAL DESIGN"	Mean	4.7333	4.4667	4.5625	4.8125	4.6875	4.6875
	N	15	15	16	16	16	16
"Little,Thomas:POLS-2312-010-STATE & LOCAL GOVT"	Mean	4.4909	4.2	4.2182	4.3273	4.2727	4.2727
	N	55	55	55	55	55	55
"Little,Thomas:POLS-2312-011-STATE & LOCAL GOVT"	Mean	4	5	4	4	3	4
	N	1	1	1	1	1	1
"Little,Thomas:POLS-2312-500-STATE & LOCAL GOVT"	Mean	4.5171	4.4069	4.3284	4.439	4.2772	4.2956
	N	205	204	204	205	202	203
"Little,Thomas:POLS-2312-700-STATE & LOCAL GOVT"	Mean	4.2	4	4.2	4	3.8	4
	N	5	5	5	5	5	5
"Little,Thomas:POLS-2312-701-STATE & LOCAL GOVT"	Mean	4.4167	4.125	4.2083	4.1667	4	4.0417
	N	24	24	24	24	24	24
"Little,Thomas:POLS-2312-702-STATE & LOCAL GOVT"	Mean	4.6364	4.4545	4.4091	4.6364	4.3636	4.4545
	N	22	22	22	22	22	22
"Liu,Chaoqun:MATH-5338-001-NUMERICAL ANALYSIS I"	Mean	4.25	4.125	4.25	4.625	4.75	4.125
	N	8	8	8	8	8	8
"Liu,Donggang:CSE-3320-001-OPERATING SYSTEMS"	Mean	3.8824	3.4118	3.4706	3.9412	3.9118	3.5294
	N	34	34	34	34	34	34
"Liu,Hanli:BE-5346-009-MEDICAL IMAGING"	Mean	3.7826	3.8696	4.1739	3.6957	4.1304	3.9565
	N	23	23	23	23	23	23
"Liu,Yanfei:PSYC-2444-003-RESEARCH DSGN & STATS II"	Mean	3.4545	3.6364	3.8182	3.6364	4.7273	3.2727
	N	11	11	11	11	11	11
"Liu,Yi:MATH-1315-005-COLLEGE ALGEBRA ECON/BUS ANLYS"	Mean	3.5652	3.3478	3.4783	3.8261	4.087	3.2727
	N	23	23	23	23	23	22
"Liu,Yue:MATH-3318-001-DIFFERENTIAL EQUATIONS"	Mean	4.2778	4.0556	3.8889	4.3889	4.1765	4
	N	18	18	18	18	17	17
"Liu,Yue:MATH-5307-001-MATHEMATICAL ANALYSIS I"	Mean	2.9	2.6	2.8	3.2667	3.5333	2.4138
	N	30	30	30	30	30	29
"Long,Dwight:MANA-4322-004-ORGANIZATIONAL STRATEGY"	Mean	4.5714	4.4286	4.4286	4.4643	4.3571	4.5714
	N	28	28	28	28	28	28
"Long,Dwight:MANA-4322-006-ORGANIZATIONAL STRATEGY"	Mean	4.5106	4.4468	4.5319	4.7234	4.7872	4.6739
	N	47	47	47	47	47	46
"Long,Dwight:MANA-4322-007-ORGANIZATIONAL STRATEGY"	Mean	4.4545	4.1471	4.5	4.5588	4.6765	4.6364
	N	33	34	34	34	34	33
"Long,Dwight:MANA-4322-009-ORGANIZATIONAL STRATEGY"	Mean	4.5	4.3478	4.6957	4.7826	4.625	4.625
	N	24	23	23	23	24	24
"Long,Melinda:COMS-3302-014-PROF & TECH COMM"	Mean	4.4211	4.5263	4.6842	4.5789	4.6316	4.6316
	N	19	19	19	19	19	19
"Looney,Carl:MATH-1302-015-COLLEGE ALGEBRA"	Mean	3.3704	3	3.6667	3.1852	3.7407	3.1111
	N	27	27	27	27	27	27
"Lopez-Preciado,Luis:ADVT-2337-001-INTRO TO ADVERTISING"	Mean	4.1649	3.7708	4.043	4.2292	4.1875	3.567
	N	97	96	93	96	96	97
"Lopez-Preciado,Luis:ADVT-4300-001-INTEGRATED MKTG COMM STUDIES"	Mean	4.3571	3.9286	4.5	4.2857	3.9286	3.5714
	N	14	14	14	14	14	14
"Lopez-Preciado,Luis:ADVT-4301-002-ADVERTISING / IMC CAMPAIGNS"	Mean	4.4167	4.5	4.8333	4.75	4.4167	4.5
	N	12	12	12	12	12	12
"Lorduy,Kara:PSYC-3145-001-COGNITIVE PROCESSES LAB"	Mean	4.4211	4.2222	4.2778	4.3158	4.3158	4.1667
	N	19	18	18	19	19	18
"Losh,Jason:EE-5314-001-EMBEDDED MICROCONTROLLER SYS"	Mean	4.6154	4.6154	4.5185	4.8077	4.72	4.76
	N	26	26	27	26	25	25
"Losh,Jason:EE-6313-001-ADV MICROPROCESSOR SYSTEMS"	Mean	4.6667	4.6667	4.6667	4.6667	4.6667	4.6667
	N	3	3	3	3	3	3
"Lovely,Carl:CHEM-2321-003-ORGANIC CHEMISTRY"	Mean	4.4912	4.4211	4.4386	4.7018	4.2281	4.5439
	N	57	57	57	57	57	57
"Lowell,Gary:GEOL-2445-001-MINERALOGY"	Mean	3.4091	2.6957	2.8261	4.1304	3.1818	2.5652
	N	22	23	23	23	22	23
"Lowell,Gary:GEOL-2446-001-IGN / METAMORP PETROL & PETROG"	Mean	4.5	4.5	4.5	5	4.5	4.5
	N	2	2	2	2	2	2
"Lowrance,Daniel:REAE-5321-001-SEM REAL ESTATE INVESTMENT"	Mean	4.5714	4	4.2857	4.4286	4.4286	4.2857
	N	7	7	7	7	7	7
"Lozano,Benito:ART-4200-001-PROFESSIONAL PRACTICES"	Mean	4.7143	4.6364	4.5714	4.8095	4.7727	4.7727
	N	21	22	21	21	22	22
"Lu,Frank:MAE-2381-001-EXPERIMENTAL METHODS & MEASURE"	Mean	3.5556	3.2778	3.7358	4.0566	4	3.7593
	N	54	54	53	53	54	54
"Lu,Mingyu:EE-3308-002-ELECTROMAGNETICS II"	Mean	4.6667	4.3333	4.5556	4.7778	4.6667	4.5556
	N	9	9	9	9	9	9
"Lu,Mingyu:EE-5306-001-ELECTROMAGNETIC THEORY"	Mean	4.25	4	4.25	4.25	4.375	4.375
	N	8	8	8	8	8	8
"Lubbe,Alice:MATH-1426-002-CALCULUS I"	Mean	4.3333	4.2857	4.3333	4.4524	4.6667	4.5854
	N	42	42	42	42	42	41
"Lummus,James:IE-6306-001-ENGINEERING MANAGEMENT II"	Mean	4.3889	4.5294	4.7059	4.5	4.0588	4.4444
	N	18	17	17	18	17	18
"Lummus,James:IE-6306-002-ENGINEERING MANAGEMENT II"	Mean	4.75	4.75	4.75	5	4.75	4.75
	N	4	4	4	4	4	4
"Lumpkin,Thomas:ART-3385-002-SOUND & POST PRODUCTION"	Mean	4.7778	4.75	4.8889	4.8889	4.4444	4.6667
	N	9	8	9	9	9	9
"Lung,Pei:FINA-5323-001-INVESTMENTS"	Mean	4.7667	4.6897	4.9	4.9667	4.9333	4.8276
	N	30	29	30	30	30	29
"Lung,Pei:FINA-5327-001-FINANCIAL DERIVATIVES"	Mean	4.7917	4.7083	4.7917	4.9583	4.8333	4.875
	N	24	24	24	24	24	24
"Luo,Cheng:AE-5351-001-ANALYTIC METHODS ENGINEERING"	Mean	4.28	4.2	4.28	4.04	4.28	4.16
	N	25	25	25	25	25	25
"Luo,Cheng:MAE-3360-001-ENGINEERING ANALYSIS"	Mean	4.5	4.3214	4.3929	4.5357	4.3571	4.5714
	N	28	28	28	28	28	28
"Macdonald,Heath:ARCH-2551-001-BASIC DESIGN AND DRAWING I"	Mean	3.8889	4	4.4444	4.7778	3	3.75
	N	9	9	9	9	9	8
"Macdonald,Heath:ARCH-3553-003-DESIGN STUDIO: ARCHITECTURE I"	Mean	3.5455	3.4545	4.0909	4.1	3.6364	2.7
	N	11	11	11	10	11	10
"Macdonnell,Frederick:CHEM-4318-001-INORGANIC CHEMISTRY"	Mean	4.2308	4.2	3.96	4.4231	4.5385	4.2308
	N	26	25	25	26	26	26
"Macdonnell,Frederick:CHEM-5315-001-INORGANIC CHEMISTRY"	Mean	4.8333	4.75	4.6667	4.8333	4.5833	4.6667
	N	12	12	12	12	12	12
"Machuca,Alicia:MATH-0301-004-THEA TEST PREPARATION"	Mean	3.9355	3.9032	3.7419	4.129	4.2903	4.0968
	N	31	31	31	31	31	31
"Machuca,Alicia:MATH-1301-002-ELEMENTARY MATH MODELING"	Mean	3.8864	3.7045	3.8	3.8444	4.0222	3.9348
	N	44	44	45	45	45	46
"Mack,David:LSHP-4313-001-SENIOR EXECUTIVE LEADERSHIP"	Mean	4.2381	4.3913	4.6522	4.3913	4.6522	4.3043
	N	21	23	23	23	23	23
"Mackey,Doris:NURS-3320-005-HOLISTIC HEALTH ASSESSMENT"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Mackey,Doris:NURS-3320-006-HOLISTIC HEALTH ASSESSMENT"	Mean	5	5	5	5	5	5
	N	3	3	3	3	3	3
"Mackey,Doris:NURS-3481-012-MENTAL HEALTH NURSING"	Mean	5	5	4.5	5	4.5	4.5
	N	2	2	2	2	2	2
"Mackey,Doris:NURS-3481-601-MENTAL HEALTH NURSING"	Mean	4.1923	4.1538	4.1923	4.32	4.1538	4.1154
	N	26	26	26	25	26	26
"Maddalena,Luca:AE-5332-001-HYPERSONIC FLOW"	Mean	4.125	4.75	4.75	4.75	4.75	4.5
	N	8	8	8	8	8	8
"Madsen,Amy:NURS-3320-007-HOLISTIC HEALTH ASSESSMENT"	Mean	5	4	4	5	4	5
	N	1	1	1	1	1	1
"Madsen,Amy:NURS-3320-008-HOLISTIC HEALTH ASSESSMENT"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Madsen,Amy:NURS-4431-009-NURS CHILDREN & ADOLESCENTS"	Mean	5	5	5	4	5	5
	N	1	1	1	1	1	1
"Madsen,Amy:NURS-4431-010-NURS CHILDREN & ADOLESCENTS"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Madu,Christian:CHEM-2322-002-ORGANIC CHEMISTRY"	Mean	4.2727	4.2273	4.3095	4.4419	4.1818	4.2955
	N	44	44	42	43	44	44
"Magnusson,Robert:ENGR-4102-001-ENGINEERING ENTREPRENEURSHIP"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Magnusson,Robert:ENGR-5102-001-ENGINEERING ENTREPRENEURSHIP"	Mean	4.25	4.25	4.25	4.25	4.5	4.25
	N	4	4	4	4	4	4
"Mahapatra,Radha:INSY-3304-001-DATABASE MANAGEMENT SYSTEMS"	Mean	4.2333	4	4.2667	4.5333	4.2667	4.2667
	N	30	30	30	30	30	30
"Mahapatra,Radha:INSY-5335-002-APPLIED DATABASE MANAGEMENT"	Mean	3.6471	3.2941	4	4.3333	3.7059	3.7647
	N	17	17	17	15	17	17
"Malalur Nagaraja Rao,Smitha:EE-6345-001-ADVANCED MEMS"	Mean	4	4.75	4.5	4	5	4.75
	N	4	4	4	4	4	4
"Malyuta,Yaroslav:ENGL-0300-002-RDG COMPREHENSION & WRITING"	Mean	3.75	3.8125	3.75	4.0625	3.75	3.5625
	N	16	16	16	16	16	16
"Malyuta,Yaroslav:ENGL-0300-004-RDG COMPREHENSION & WRITING"	Mean	4.6154	4.3077	4	4.3077	4.0769	4.5385
	N	13	13	13	13	13	13
"Malyuta,Yaroslav:ENGL-1301-041-EXPOS WRITING"	Mean	4.75	4.625	4.8125	4.875	4.6875	4.75
	N	16	16	16	16	16	16
"Malyuta,Yaroslav:ENGL-1302-003-CRITICAL THINK, READ, WRITE"	Mean	4.8	4.8	4.8	4.8	4.8667	4.9333
	N	15	15	15	15	15	15
"Malyuta,Yaroslav:ENGL-1302-033-CRITICAL THINK, READ, WRITE"	Mean	4.4615	4.5833	4.5385	4.6923	4.5385	4.6154
	N	13	12	13	13	13	13
"Mancini,Mary:NURS-3200-001-COOP NURSING WORK EXPER"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Mancini,Mary:NURS-4100-001-COOP NURSING WORK EXPERIENCE"	Mean	4.3333	4.3333	4.6667	4.3333	4.3333	4.3333
	N	3	3	3	3	3	3
"Mancini,Mary:NURS-4200-001-COOP NURSING WORK EXPERIENCE"	Mean	4	4	4.3333	4	4	4
	N	3	3	3	3	3	3
"Mancini,Mary:NURS-4300-501-CO-OP NURSING WORK EXPERIENCE"	Mean	5	5	5	5	4.8333	5
	N	6	6	6	6	6	6
"Mancini,Mary:NURS-4300-502-CO-OP NURSING WORK EXPERIENCE"	Mean	4.7273	4.7273	4.7273	4.7273	4.2727	4.5455
	N	11	11	11	11	11	11
"Mancini,Mary:NURS-EL-3300-500-CO-OP NURSING WORK EXPERIENCE"	Mean	4.2812	4.2812	4.25	4.3125	4.1563	4.2812
	N	32	32	32	32	32	32
"Mancini,Mary:NURS-EL-3300-501-CO-OP NURSING WORK EXPERIENCE"	Mean	4.25	4.2051	4.275	4.325	4.225	4.2821
	N	40	39	40	40	40	39
"Mancini,Mary:NURS-EL-3300-502-CO-OP NURSING WORK EXPERIENCE"	Mean	4.7273	4.6818	4.7273	4.5455	4.5455	4.619
	N	22	22	22	22	22	21
"Mandal,Subhrangsu:CHEM-4313-001-METABOLISM AND REGULATION"	Mean	4.15	3.8333	4.2105	3.9474	4.15	3.8
	N	20	18	19	19	20	20
"Mandal,Subhrangsu:CHEM-5321-001-METABOLISM AND REGULATION"	Mean	3	2.8	3.8	3.8	3.6	3
	N	5	5	5	5	5	5
"Mangold,Ellen:NURS-4350-002-BSN CAPSTONE"	Mean	4	4	4	4	4	4
	N	3	3	3	3	3	3
"Mangold,Ellen:NURS-4350-003-BSN CAPSTONE"	Mean	4.2	4.2	4.4	4.4	4.4	4.4
	N	5	5	5	5	5	5
"Mangold,Ellen:NURS-4351-005-BSN NURSING LEADERSHIP & MGMT"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Mangold,Ellen:NURS-4351-006-BSN NURSING LEADERSHIP & MGMT"	Mean	4.2	3.6	4	3.6	4	3.4
	N	5	5	5	5	5	5
"Mani,Sudha:MARK-4322-001-AD MARKETING MGMT & STRATEGY"	Mean	4.2667	4.1333	4.8	4.6667	4.6667	3.6667
	N	15	15	15	15	15	15
"Mani,Sudha:MARK-4322-002-AD MARKETING MGMT & STRATEGY"	Mean	3.5	3.4	4	4	4	3
	N	10	10	10	10	10	10
"Mann,Martha:PSYC-3310-003-DEVELOPMENT PSYCH"	Mean	4.439	4.2927	4.2439	4.3659	4.1463	4.1463
	N	41	41	41	41	41	41
"Mann,Martha:PSYC-3310-004-DEVELOPMENT PSYCH"	Mean	4.4412	4.2647	4.2647	4.3824	4.1471	4.375
	N	34	34	34	34	34	32
"Mann,Martha:PSYC-3310-500-DEVELOPMENT PSYCH"	Mean	4.4286	4.2857	4.2143	4.3571	4.2143	4.2857
	N	14	14	14	14	14	14
"Manning,Scott:MANA-4321-001-INTERNATIONAL MANAGEMENT"	Mean	4.6667	4.3889	4.5556	4.7222	4.6111	4.7222
	N	18	18	18	18	18	18
"Manry,Michael:EE-4318-001-DIGITAL SIGNAL PROCESSING"	Mean	4.3333	3.3333	3	4.3333	3.5	2.6667
	N	6	6	6	6	6	6
"Manry,Michael:EE-5350-001-DIGITAL SIGNAL PROCESSING"	Mean	4.125	4	3.625	4.5	4.375	4.4286
	N	8	8	8	8	8	7
"Manry,Michael:EE-5353-001-NEURAL NETWORKS"	Mean	3.875	3.625	4.125	4.125	4.125	4
	N	8	8	8	8	8	7
"Mariboho,Rachael:ENGL-1301-021-EXPOS WRITING"	Mean	4.25	4.25	4.5	4.5	4.5	4.4667
	N	16	16	16	16	16	15
"Mariboho,Rachael:ENGL-2319-003-BRITISH LIT"	Mean	4.4516	4.3214	4.6333	4.7333	4.6	4.4839
	N	31	28	30	30	30	31
"Mariottini,Gian-Luca:CSE-4392-004-SPECIAL TOPICS"	Mean	4.5	4.25	4.5	4.75	4.75	4.25
	N	4	4	4	4	4	4
"Mariottini,Gian-Luca:CSE-5369-001-SPEC TOPS INTELLIGENT SYSTEMS"	Mean	4.4118	4.3529	4.3529	4.8824	4.8235	4.7647
	N	17	17	17	17	17	17
"Mark,Richard:ACCT-4301-001-INCOME TAX FOR ENTITIES"	Mean	4	3.75	4.2	4.25	3.9375	3.1875
	N	16	16	15	16	16	16
"Mark,Richard:ACCT-4380-001-ETHICAL BEHAVIOR IN ACCOUNTING"	Mean	2.2727	2.7727	4.4545	3.4545	3.4091	2.0909
	N	22	22	22	22	22	22
"Mark,Richard:ACCT-5340-001-ENTITY TAXATION"	Mean	3.5385	3.3846	3.9231	3.8462	3.8462	3.1538
	N	13	13	13	13	13	13
"Mark,Richard:ACCT-5380-001-ETHICS IN ACCOUNTING"	Mean	3.3667	3.7	4.5333	3.9333	3.6897	3.5
	N	30	30	30	30	29	30
"Markham Shaw,Charla:COMS-3315-001-COMMUNICATION FOR EDUCATORS"	Mean	4.8182	4.7727	4.9048	4.8636	4.7273	4.8636
	N	22	22	21	22	22	22
"Maroney,Dalton:ART-1306-003-THREE-DIMENSIONAL DESIGN"	Mean	4.5	4	4.5	4.4	4.4444	3.5556
	N	10	10	10	10	9	9
"Maroney,Dalton:ART-3341-001-SCULPTURE"	Mean	2.9091	3.1667	3.5	3.3333	3.4167	3.0833
	N	11	12	12	12	12	12
"Maroney,Dalton:ART-4391-006-INDEPENDENT STUDY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Maroney,Dalton:ART-4392-001-SPECIAL STUDIES"	Mean	4.1	4.7	4.7	4.4	4.7	4.6667
	N	10	10	10	10	10	9
"Marshall,Linda:NURS-3632-005-CLINICAL NURSING FOUNDATIONS"	Mean	4.5	4.5	4.5	4.5	4.5	4
	N	2	2	2	2	2	1
"Marshall,Linda:NURS-3632-006-CLINICAL NURSING FOUNDATIONS"	Mean	4.3333	4.6667	4.6667	4.3333	4.3333	4.6667
	N	3	3	3	3	3	3
"Martin,Frances:NURS-4223-600-PROFESSIONAL NURSING TRENDS"	Mean	3.6	3.6	3.4	3.2	4	3.2
	N	5	5	5	5	5	5
"Martin,Frances:NURS-4585-072-RN-BSN CAPSTONE SEMINAR"	Mean	4.2308	4.4615	4.5385	4.6154	4.6154	4.4615
	N	13	13	13	13	13	13
"Martin,Frances:NURS-4585-201-RN-BSN CAPSTONE SEMINAR"	Mean	4.7857	4.7857	4.7857	4.6923	4.7857	4.7857
	N	14	14	14	13	14	14
"Martin,Gyde:ENGL-3362-001-HISTWORLDLIT II"	Mean	4.2381	4.2381	4.4762	4.7619	4.45	4.1905
	N	21	21	21	21	20	21
"Martin,Gyde:ENGL-3384-001-STRUC MOD ENGL"	Mean	4.4706	4.4706	4.5882	4.5882	4.3529	4.4118
	N	17	17	17	17	17	17
"Martin,Gyde:ENGL-4365-001-CHILD LIT"	Mean	4.5	4.5833	4.6667	4.6667	4.4167	4.4167
	N	12	12	12	12	12	12
"Martin,Gyde:ENGL-4365-002-CHILD LIT"	Mean	4	3.8571	4.2857	4.7143	4.2857	4.1429
	N	14	14	14	14	14	14
"Martin,Timothy:ENGL-1301-023-EXPOS WRITING"	Mean	4.6875	4.0625	3.9375	4.4375	4.75	4.625
	N	16	16	16	16	16	16
"Martin,Timothy:ENGL-1301-028-EXPOS WRITING"	Mean	4.4444	4.2778	4.3333	4.5	4.5	4.6111
	N	18	18	18	18	18	18
"Martinez-Cosio,Maria:URPA-5305-002-THEORY URB SOC"	Mean	4.3333	4.3333	4.3333	4.3333	4	4
	N	3	3	3	3	3	3
"Maruszczak,John:ARCH-4395-008-SELECTED TOPICS ARCH"	Mean	3.4286	3.8571	4.2143	4.3846	4.0714	4.2308
	N	14	14	14	13	14	13
"Maruszczak,John:ARCH-4556-001-DESIGN STUDIO: ARCH III (2108-84027)"	Mean	4.6429	4.7857	4.8571	4.9286	4.8571	4.8571
	N	14	14	14	14	14	14
"Maruszczak,John:ARCH-5395-008-TOPICS IN ARCHITECTURE"	Mean	4.3333	4.3333	4.6667	4.6667	4.6667	4.6667
	N	3	3	3	3	3	3
"Mason,Melanie:BCMN-4393-001-SPECIAL TOPICS"	Mean	4.8462	4.8462	4.9231	4.8462	4.8462	4.9231
	N	13	13	13	13	13	13
"Mason,Melanie:COMS-3323-001-ORAL INTERP CHILD'S LITERATURE"	Mean	4.3	4.45	4.6	4.5789	4.2	4.5263
	N	20	20	20	19	20	19
"Massa,Luca:AE-5301-002-ADV TOPICS AEROSPACE ENGR"	Mean	3.8	3.6	4.4	3.8	4.6	4
	N	5	5	5	5	5	5
"Massa,Luca:MAE-4301-006-SPEC TOPICS MECH & AERO ENGR"	Mean	4	3.8	4	3.8	4.2	4
	N	5	5	5	5	5	5
"Massa,Luca:MAE-4321-001-AIR-BREATHING ENG PROPULSION"	Mean	3.75	3.5417	3.75	3.6667	3.913	3.7083
	N	24	24	24	24	23	24
"Massa,Luca:ME-5325-001-COMBUSTION"	Mean	4	5	5	4	5	5
	N	1	1	1	1	1	1
"Masters,Bradly:OPMA-3306-004-OPERATIONS MANAGEMENT"	Mean	3.3462	3.0385	3.7308	3.4231	3.8846	3.4231
	N	26	26	26	26	26	26
"Matei,Corvin:ARCH-4556-003-DESIGN STUDIO: ARCH III"	Mean	4.6364	4.8182	4.8182	4.9091	5	5
	N	11	11	11	11	11	11
"Matheson,Neill:ENGL-3340-001-HIST AMER LIT"	Mean	4.4762	3.9524	4.4762	4.4762	4.5	3.8571
	N	21	21	21	21	20	21
"Matheson,Neill:ENGL-3340-003-HIST AMER LIT"	Mean	4.0476	3.3333	3.9524	4.381	4.4286	3.3
	N	21	21	21	21	21	20
"Matheson,Neill:ENGL-4399-002-SENIOR SEMINAR"	Mean	4.6	4.3333	4.5333	4.6	4.7143	4.4667
	N	15	15	15	15	14	15
"Matthys,John:CE-4365-001-STRUCTURAL WOOD DESIGN"	Mean	5	4	5	5	5	5
	N	1	1	1	1	1	1
"Matthys,John:CE-5307-001-STRUCTURAL TIMBER DESIGN"	Mean	4.3571	4.1429	4.2857	4.5714	4.5	4.3571
	N	14	14	14	14	14	14
"Mattingly,Stephen:CE-4311-001-URBAN TRANSPORT INFRASTRUCTURE"	Mean	4.2857	3.4286	4.4286	4.2857	4.2857	3.8571
	N	7	7	7	7	7	7
"Mattingly,Stephen:CE-4352-001-PROFESSIONAL PRACTICE"	Mean	3.7692	4.0769	4.2308	3.8846	4.1923	4.0385
	N	26	26	26	26	26	26
"Maurice,Keith:LING-5306-001-TESOL CURRICULU"	Mean	3.8	4.2	4.4	4.6	4.4	4.25
	N	5	5	5	5	5	4
"May,Cedric:ENGL-3345-001-AFRICAN AMERICAN LITERATURE"	Mean	3.9444	3.7778	4.2222	4.0556	4.1667	3.8235
	N	18	18	18	18	18	17
"May,Cedric:ENGL-6339-001-TOPICS IN AMERICAN LITERATURE"	Mean	4.7	4.7	4.9	5	4.8	4.9
	N	10	10	10	10	10	10
"Mazurek,Michael:ART-1306-005-THREE-DIMENSIONAL DESIGN"	Mean	4.5	4.5333	4.7333	4.6667	4.6	4.6
	N	14	15	15	15	15	15
"Mc Donald,Daniel:JOUR-2340-001-PHOTOJOURNALISM I"	Mean	4.7857	4.7143	4.7143	4.7857	4.7857	4.8571
	N	14	14	14	14	14	14
