Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Hawley,Robert:SOCW-6324-001-RESEARCH AND EVALUATION II"	Mean	4.6071	4.5185	4.4643	4.6429	4.5714	4.7143
	N	28	27	28	28	28	28
"Hawley,Robert:URPA 5302 002"	Mean	4.6667	4.6818	4.8182	4.8182	4.5455	4.8182
	N	21	22	22	22	22	22
"Hayes,Micah:MUSI-3394-001-DIGITAL MUSIC TECHNOLOGY"	Mean	4.8333	4.6667	4.6667	4.6667	4.6667	4.8333
	N	6	6	6	6	6	6
"Hayes,Micah:MUSI-3394-002-DIGITAL MUSIC TECHNOLOGY"	Mean	3.9167	3.4545	3.8333	3.5	3.5833	3.5
	N	12	11	12	12	12	12
"Hayes,Micah:MUSI-4325-001-RECORDING TECHNIQUES II"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Haynes,Sam:HIST-5340-001-ISSUES/INTERPRETATIONS US HIST"	Mean	3.7143	3.8571	4.3077	4.2857	4.7143	3.7857
	N	14	14	13	14	14	14
"Hayunga,Darren:FINA-5323-001-INVESTMENTS"	Mean	3.9048	3.1905	3.8571	3.7143	4.0952	3.5238
	N	21	21	21	21	21	21
"Hayunga,Darren:REAE-4319-001-REAL ESTATE FINANCE"	Mean	4.3333	4	4	4.7778	4.625	4.5
	N	9	9	9	9	8	8
"Healy,Ann:THEA-0181-004-THEATRE PRACTICUM"	Mean	4.75	4.6667	4.8333	5	4.75	5
	N	12	12	12	11	12	12
"Healy,Ann:THEA-1303-001-PERFORM FUNDAMENTALS I: VOICE"	Mean	4.7619	4.4762	4.619	4.4762	4.5714	4.4762
	N	21	21	21	21	21	21
"Healy,Ann:THEA-1307-001-ACTING I: IMPROV & PERFORMANCE"	Mean	4.6111	4.7222	4.7647	4.7778	4.5294	4.7222
	N	18	18	17	18	17	18
"Healy,Ann:THEA-3335-001-DANCE FOR THE ACTOR I"	Mean	4.75	4.7059	4.7647	4.875	4.8824	4.5882
	N	16	17	17	16	17	17
"Heath,Larry:MATH-1325-001-ANALYTIC GEOMETRY"	Mean	4.1622	3.8611	3.8108	4.3784	3.9167	3.8108
	N	37	36	37	37	36	37
"Heath,Larry:MATH-1325-002-ANALYTIC GEOMETRY"	Mean	4.2381	3.5714	3.7619	4.7143	3.7143	3.8571
	N	21	21	21	21	21	21
"Heath,Larry:MATH-4335-001-ANALYSIS II"	Mean	4.4444	3.4444	3.7222	4.5556	4.4444	3.5
	N	18	18	18	18	18	18
"Heddins,Brad:KINE-1400-006-INTRO TO EXERCISE SCIENCE"	Mean	4.8333	4.7778	4.7778	4.8333	4.8333	4.8333
	N	18	18	18	18	18	18
"Heddins,Brad:KINE-4316-001-FITNESS PROGRAMMING"	Mean	4.5714	4.25	4.3929	4.5	4.6429	4.4643
	N	28	28	28	28	28	28
"Heddins,Brad:KINE-4317-001-EXER PRESCRIPTION SPEC POP"	Mean	4.2	4.0882	3.8857	4.0571	4.4118	4.2727
	N	35	34	35	35	34	33
"Hegar,Rebecca:SOCW-6305-003-INTEGRATIVE SEMINAR"	Mean	4.5	4.25	4.75	4.5	5	4.25
	N	4	4	4	4	4	4
"Hegar,Rebecca:SOCW-6328-001-SOC POLICY RSRCH AND ANALYSIS"	Mean	4.7778	4.6667	4.625	5	4.6667	4.4444
	N	9	9	8	9	9	9
"Hegstad Rhodes,Lorraine:NURS-5334-001-ADVANCED PHARMACOLOGY FOR ANP"	Mean	4.0625	3.875	3.9688	4.3125	4.1563	4.0625
	N	32	32	32	32	32	32
"Hegstad Rhodes,Lorraine:NURS-5334-002-ADVANCED PHARMACOLOGY FOR ANP"	Mean	3.875	3.75	3.875	4	4.125	4
	N	8	8	8	8	8	8
"Hekman,Susan:HUMA-5392-001-HUMANITIES"	Mean	5	5	5	5	5	5
	N	5	5	5	5	5	4
"Hekman,Susan:POLS 4328-001"	Mean	4.7857	4.8571	4.8571	4.9667	4.7333	4.8276
	N	28	28	28	30	30	29
"Hellawell,Marisa:BEEP-4306-003-FAM LITERACY & 2ND LANG ACQUIS"	Mean	4.4865	4.4595	4.6286	4.6757	4.5405	4.6389
	N	37	37	35	37	37	36
"Hellawell,Marisa:BEEP-4687-001-RESIDENCY IN EC-6 BILING CLSRM"	Mean	4.5	4.25	4.375	4.5	4.5	4.5
	N	8	8	8	8	8	8
"Henderson,Desiree:ENGL-2350-004-INTRO TO TEXTS"	Mean	4.8125	4.8125	4.875	5	4.8125	4.4375
	N	16	16	16	16	16	16
"Henderson,Desiree:ENGL-5324-001-TOPICS IN AMERICAN LIT GENRES"	Mean	3.5556	4.1111	4.2222	4.6667	4.3333	4.1111
	N	9	9	9	9	9	9
"Henderson,Sandra:ACCT-3303-003-ACCOUNTING INFO SYSTEMS (2102-22518)"	Mean	3.9778	3.7447	4	4.0213	4.3261	3.7609
	N	45	47	46	47	46	46
"Henderson,Sandra:ACCT-3303-004-ACCOUNTING INFO SYSTEMS"	Mean	3.6522	3.587	3.8	3.9565	4.3182	3.7111
	N	46	46	45	46	44	45
"Henderson,Sandra:ACCT-3309-002-ACCOUNTING FOR MANAGERS"	Mean	3.2449	2.8958	3.6596	3.1429	3.8571	3.1429
	N	49	48	47	49	49	49
"Henderson,Sandra:ACCT-4302-001-MANAGERIAL ACCOUNTING"	Mean	3.9048	3.8605	4.3095	3.7674	4.381	4.0476
	N	42	43	42	43	42	42
"Hennes,Janelle:NURS-3333-001-HLTH PROMO ACROSS LIFESPAN"	Mean	3.6522	3.3913	3.8182	4.0455	3.913	3.7391
	N	23	23	22	22	23	23
"Hennes,Janelle:NURS-3333-600-HLTH PROMO ACROSS LIFESPAN"	Mean	4.5	4.75	4.75	4.75	4.5	4.75
	N	4	4	4	4	4	4
"Hensley,Lacy:CRCJ-3390-001-VICTIMOLOGY"	Mean	4.7436	4.6216	4.6667	4.7895	4.7436	4.7778
	N	39	37	39	38	39	36
"Heo,Jongyun:CHEM-4314-001-ENZYMOLOGY"	Mean	4.5	4.1111	4.3333	4.5556	4.1111	4.0556
	N	18	18	18	18	18	18
"Heo,Jongyun:CHEM-5325-001-ENZYMOLOGY"	Mean	4.5	4.5	4	4.5	4	4.5
	N	2	2	2	2	2	2
"Hermes,Charles:PHIL-1301-003-CRITICAL THINK"	Mean	4.5	4.7778	4.7778	4.7778	4.5556	4.5556
	N	8	9	9	9	9	9
"Hermes,Charles:PHIL-1301-004-CRITICAL THINK"	Mean	3.875	3.75	4.25	4.125	4.25	4.125
	N	8	8	8	8	8	8
"Hernandez,Santos:SOCW-5306-001-GENERALIST MACRO PRACTICE"	Mean	2.8333	3.2609	4.1667	3.5417	4.0833	3.375
	N	24	23	24	24	24	24
"Hernandez,Santos:SOCW-6371-001-COMMUNITY & ADMIN PRACTICE"	Mean	4	4	4.5789	4.8333	4.5789	4.3684
	N	18	19	19	18	19	19
"Hilton,Scott:ART-2359-001-INTRO PHOTOGRAPHY"	Mean	4.6154	4.3846	4.6154	4.6154	4.3846	4.3846
	N	13	13	13	13	13	13
"Hilton,Scott:ART-2359-002-INTRO PHOTOGRAPHY"	Mean	4.5385	4.5385	4.6154	4.6154	4.7692	4.6923
	N	13	13	13	13	13	13
"Hilton,Scott:ART-4370-001-STAGED ENVIRONMENTS"	Mean	4.5	4.3529	4.3529	4.4375	4.4118	4.3529
	N	16	17	17	16	17	17
"Himarios,Jane:ECON-2305-001-PRIN MACRO ECO"	Mean	4.1795	4.0513	4.1538	4.4737	4.359	4.0263
	N	39	39	39	38	39	38
"Himarios,Jane:ECON-2305-002-PRIN MACRO ECO"	Mean	4.2222	3.9091	4.2889	4.3333	4.3409	4.0682
	N	45	44	45	45	44	44
"Himarios,Jane:ECON-2305-007-PRIN MACRO ECO"	Mean	4.3333	4.1667	4.6667	4.6667	4.6667	4.5
	N	6	6	6	6	6	6
"Himarios,Jane:ECON-3303-007-MONEY & BANKING"	Mean	4.5	4.125	4.375	4.375	4.5	4.375
	N	8	8	8	8	8	8
"Hinnen,Dean:ENGL-3372-001-COMPU AND WRIT"	Mean	3.5238	3.4286	4	3.619	4.4286	3.619
	N	21	21	21	21	21	21
"Hintz,Gene:SOCW-5301-001-HUMAN BEHAV & SOCIAL ENV I"	Mean	4.0357	3.8148	4.1786	4.2963	4.4074	4.2593
	N	28	27	28	27	27	27
"Hintz,Gene:SOCW-5301-002-HUMAN BEHAV & SOCIAL ENV I"	Mean	4.4615	4.0833	4.5385	4.56	4.5417	4.5217
	N	26	24	26	25	24	23
"Hirsbrunner,Rebecca:ART-2354-001-TYPOGRAPHY"	Mean	3.1333	3.1429	3.8	3.6667	3.6	2.7333
	N	15	14	15	15	15	15
"Hirsbrunner,Rebecca:ART-2354-002-TYPOGRAPHY"	Mean	2.6429	2.8571	3.7857	3.7143	3.6923	3
	N	14	14	14	14	13	13
"Hissong,Rod:URPA-5324-001-URBAN PUBLIC FINANCE"	Mean	4.75	5	5	5	4.5	5
	N	4	4	4	4	4	4
"Ho,Li-Chin:ACCT-4302-002-MANAGERIAL ACCOUNTING"	Mean	4.24	4.08	4	4.5652	4.125	4.1304
	N	25	25	25	23	24	23
"Ho,Li-Chin:ACCT-4304-001-COST ACCOUNTING"	Mean	4.5385	4.5652	4.32	4.7692	4.6667	4.48
	N	26	23	25	26	24	25
"Ho,Li-Chin:ACCT-5322-001-ACCT MGMT PLANNING & CONTROL"	Mean	4.4167	4.3636	4.0833	4.5	4.4545	4.3636
	N	12	11	12	12	11	11
"Hoefer,Richard:SOCW-6305-005-INTEGRATIVE SEMINAR"	Mean	3.2105	3.2632	3.6316	3.5789	3.8947	3.4737
	N	19	19	19	19	19	19
"Holbrook,John:GEOL-3442-001-STRAT & SED PETROL/PETROG"	Mean	4.7143	4.3333	4.4667	4.6	4	4.5333
	N	14	15	15	15	15	15
"Holbrook,John:GEOL-5369-001-SEQUENCE STRATIGRAPHY"	Mean	4.2857	4.2857	4.5714	4.5714	4.1429	4.7143
	N	7	7	7	7	7	7
"Holbrook,John:GEOL-5370-001-SEDIMENTARY SYS"	Mean	4	5	5	4	5	5
	N	1	1	1	1	1	1
"Holden,Wendy:HEED-3301-001-SPORTS NUTRITION"	Mean	3.641	3.2308	3.7179	3.7949	3.8974	3.5385
	N	39	39	39	39	39	39
"Holden,Wendy:KINE-3315-007-PHYSIOLOGY OF EXERCISE"	Mean	4.4375	4.4667	4.625	4.4667	4.6667	4.5333
	N	16	15	16	15	15	15
"Holden,Wendy:KINE-5345-001-NUTRITION IN HEALTH & FITNESS"	Mean	4.5	4.5	5	5	4.5	4.5
	N	2	2	2	2	2	2
"Holdiness,Christina:MATH-1302-009-COLLEGE ALGEBRA"	Mean	4.5758	4.5	4.4706	4.6471	4.5	4.7059
	N	33	34	34	34	34	34
"Holdiness,Christina:MATH-1315-002-COLLEGE ALGEBRA ECON/BUS ANLYS"	Mean	4.4091	4.2273	4.4091	4.2727	4.5	4.35
	N	22	22	22	22	22	20
"Holdiness,Christina:MATH-1315-003-COLLEGE ALGEBRA ECON/BUS ANLYS"	Mean	4.3125	4.1714	4.1111	4.1944	4.3824	4.4286
	N	32	35	36	36	34	35
"Holland,Toni:ENGL-2329-015-AMERICAN LIT"	Mean	3.9333	4.129	4.2581	4.2581	4.0645	4.129
	N	30	31	31	31	31	31
"Holland,Toni:ENGL-3373-006-TECH WRITING"	Mean	4.4	4.2	4.3636	4.3636	4.4545	4.3636
	N	10	10	11	11	11	11
"Holleman,Julie:ART-1305-005-TWO-DIMENSIONAL DESIGN"	Mean	4.7692	4.9167	5	5	4.6154	5
	N	13	12	13	13	13	13
"Holliday,Kathryn:ARCH-2303-001-HISTORY OF ARCHITECTURE I"	Mean	4.4	4.2195	4.3659	4.4878	4.3659	4.2
	N	40	41	41	41	41	40
"Holliday,Kathryn:ARCH-4315-001-HISTORY OF ARCH & DESIGN"	Mean	4.6667	4.6667	4.8667	4.8667	4.8667	4.9333
	N	15	15	15	15	15	15
"Holliday,Kathryn:ARCH-5303-001-HISTORY OF ARCHITECTURE I"	Mean	4.8	4.6	4.8	5	5	4.6
	N	5	5	5	5	5	5
"Holliday,Kathryn:ARCH-5315-001-TOPICS IN ARCH HISTORY"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Holovics,Melisa:PSYC-3315-002-SOCIAL PSYCHOLOGY"	Mean	4.7037	4.5556	4.5185	4.6667	4.5185	4.7037
	N	27	27	27	27	27	27
"Holwerda,Seth:KINE-1400-007-INTRO TO EXERCISE SCIENCE"	Mean	4.8235	4.8824	4.8824	4.8235	4.9412	4.9412
	N	17	17	17	17	17	17
"Holwerda,Seth:KINE-1400-008-INTRO TO EXERCISE SCIENCE"	Mean	4.6667	4.6364	4.5455	4.6667	4.5833	4.7273
	N	12	11	11	12	12	11
"Holwerda,Seth:KINE-1400-011-INTRO TO EXERCISE SCIENCE"	Mean	4.6154	4.6154	4.5385	4.5385	4.5385	4.6923
	N	13	13	13	13	13	13
"Homuth,Julie:KINE-2420-001-FOUNDATIONS ATHLETIC TRAINING"	Mean	4.6129	4.4516	4.5484	4.7813	4.625	4.5312
	N	31	31	31	32	32	32
"Hopkins,Patricia:SPAN-1441-019-BEGINNING SPANISH I"	Mean	4.5	4.4	4.6	4.6	4.1	4.4444
	N	10	10	10	10	10	9
"Hopkins,Patricia:SPAN-1441-020-BEGINNING SPANISH I"	Mean	4.1333	3.3333	3.8667	4.0667	3.6667	3.4
	N	15	15	15	15	15	15
"Hopman,David:LARC-5331-001-PLANTING DESIGN"	Mean	3.7143	3.7143	3.8571	4.4286	4.2857	3.2857
	N	7	7	7	7	7	7
"Hopman,David:LARC-5342-001-LANDSCAPE TECHNOLOGY II"	Mean	4.2	3	4.25	3.25	4.2	3.4
	N	5	4	4	4	5	5
"Hopman,David:LARC-5351-001-ADVANCED COMPUTER-AIDED DESIGN"	Mean	4.8	4.4	4.6	4.6	4.75	4.2
	N	5	5	5	5	4	5
"Horn,Nichole:POLS-2312-008-STATE & LOCAL GOVT"	Mean	4.7195	4.625	4.4938	4.7683	4.6386	4.7778
	N	82	80	81	82	83	81
"Horne,Rachel:KINE-4316-003-FITNESS PROGRAMMING"	Mean	4.7	4.4545	4.4545	4.7273	4.7	4.6
	N	10	11	11	11	10	10
"Horne,Rachel:KINE-4316-004-FITNESS PROGRAMMING"	Mean	4.4444	4.5556	4.6667	4.6667	4.6667	4.6667
	N	9	9	9	9	9	9
"Horton,Brian:CTEC-3320-001-VISUAL COMM & THE INTERNET"	Mean	3.7143	3.6923	4.2143	4.0714	4.4286	3.8571
	N	14	13	14	14	14	14
"Horton,Brian:CTEC-4323-001-ADV HUMAN/COMPUTER INTERACTION"	Mean	4.3	4.3	4.2	4.3	4.3	4
	N	10	10	10	10	10	10
"Horton,Karla:SOCW-6326-002-DIRECT PRACT WITH CHILD & FAM"	Mean	3.6875	3.6875	3.875	3.625	4.125	3.5
	N	16	16	16	16	16	16
"Hossain,Md:CE-4321-001-FOUNDATION ENGINEERING (2102-21110)"	Mean	4.1667	4.2778	4.5556	4.5	4.1667	4.2778
	N	18	18	18	18	18	18
"Hossain,Md:CE-5364-001-FOUNDATION ANALYSIS & DESIGN (2102-21161)"	Mean	4.5714	4.8571	4.8571	4.8571	4.7143	4.7143
	N	7	7	7	7	7	7
"Hossain,Md:CE-5364-002-FOUNDATION ANALYSIS & DESIGN (2102-21162)"	Mean	4	4.5	4.5	4	4.5	4.5
	N	2	2	2	2	2	2
"Hossain,Md:CE-5369-001-COMPUTATIONAL GEOTECHNICS"	Mean	4.875	4.7778	4.7778	4.7778	4.7778	4.7778
	N	8	9	9	9	9	9
"House,Deanna:INSY-2303-001-INTRO TO MIS/DATA PROCESSING"	Mean	4.4348	4.2857	4.2727	4.5	4.5455	4.5
	N	23	21	22	22	22	22
"Hover,Collin:ART-4356-002-PROFESSIONAL PREPARATION"	Mean	4.5556	4.3333	4.4444	4.4444	4.2222	4
	N	9	9	9	9	9	9
"Howard,Jeff:CIRP-5308-001-METRO SUSTAIN & PLANNING ETHIC"	Mean	3.7692	4.1538	4.6923	4.2308	4.7692	4.3333
	N	13	13	13	13	13	12
"Howard,Jeff:URPA-5311-001-SOCIAL POLICY FORMATION"	Mean	3.5833	3.3333	4.0833	4.125	4.375	3.5
	N	24	24	24	24	24	24
"Howard,Rogene:MUSI-0171-015-ELECTIVE PERFORMANCE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Howard,Rogene:MUSI-1247-002-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Hoyos,Laureano:CE-5367-001-DESIGN OF EARTH STRUCTURES (2102-21163)"	Mean	4	4	4	5	4.3333	4
	N	3	3	3	3	3	3
"Hoyos,Laureano:CE-5367-002-DESIGN OF EARTH STRUCTURES (2102-21164)"	Mean	4	2.5	2.5	5	5	4.5
	N	2	2	2	2	2	2
"Hoyos,Laureano:CE-5368-001-UNSATURATED SOIL MECHANICS (2102-21165)"	Mean	4.6667	4.5	4.5	4.6667	4.6667	4.5
	N	6	6	6	6	6	6
"Hu,Qinhong:GEOL-1425-045-EARTH SYSTEMS"	Mean	4.3	3	3.7	3.9	4	3.8
	N	10	10	10	10	10	10
"Huang,Haiying:AE-5314-002-FRACTURE MECHS STRUC DSGN"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Huang,Haiying:ME-5314-001-FRACTURE MECHANICS STRUC DSGN"	Mean	5	4.5	4	4.5	4.5	4
	N	2	2	2	2	2	2
"Huang,Haiying:ME-5314-002-FRACTURE MECHANICS STRUC DSGN (2102-24795)"	Mean	3.5	4	3.5	3.5	5	3
	N	2	2	2	2	2	2
"Huang,Haiying:ME-5314-003-FRACTURE MECHANICS STRUC DSGN"	Mean	2	3	2	3	4	4
	N	1	1	1	1	1	1
"Huang,Heng:CSE-2315-001-DISCRETE STRUCTURES"	Mean	4.0645	3.7742	4.2258	4.3226	4.3548	3.9032
	N	31	31	31	31	31	31
"Huang,Heng:CSE-6369-001-SPEC TOPS ADV INTELLIGENT SYS"	Mean	5	5	5	5	5	5
	N	5	5	5	5	5	5
"Hubbard,Glenn:BCMN-2347-001-BROADCAST WRITING/REPORTING"	Mean	4.5833	4.3333	4.7273	4.5	4.8333	4.4167
	N	12	12	11	12	12	12
"Hubbard,Glenn:BCMN-2360-001-INTRO BRDCST"	Mean	4.3667	4.0968	4.129	4.5333	4.1333	4.2903
	N	30	31	31	30	30	31
"Huber,Manfred:CSE-4360-001-AUTONOMOUS ROBOT DSGN/PROG"	Mean	4.5	4.5	4.3333	4.8333	4.5	4.6667
	N	6	6	6	6	6	6
"Huber,Manfred:CSE-5361-001-ARTIFICIAL INTELLIGENCE II"	Mean	5	4.75	4.75	5	4.75	5
	N	4	4	4	4	4	4
"Huber,Manfred:CSE-5364-001-ROBOTICS"	Mean	4.6	4.25	4.4	4.6	4.2	4.6
	N	5	4	5	5	5	5
"Huckaby,Sedrick:ART-1307-001-DRAWING FUNDAMENTALS"	Mean	3.9231	3.8462	4	4	3.7692	3.9231
	N	13	13	13	11	13	13
"Huckaby,Sedrick:ART-2371-001-PAINTING"	Mean	3.9333	3.7333	4.1333	4.1333	3.4	3.8667
	N	15	15	15	15	15	15
"Huckaby,Sedrick:ART-4392-001-SPECIAL STUDIES"	Mean	4.3333	4.4444	4.6667	4.1111	4.3333	4.5556
	N	9	9	9	9	9	9
"Hudak,Erik:ENGL-1302-008-CRITICAL THINK, READ, WRITE"	Mean	4.2778	4.1667	4.3529	4.0588	4.1765	4.5
	N	18	18	17	17	17	18
"Hudak,Erik:ENGL-1302-017-CRITICAL THINK, READ, WRITE"	Mean	4.3125	4.25	4.3125	4.375	4.5	4.6875
	N	16	16	16	16	16	16
"Hudel Smith,Pauline:ART-2355-001-LAYOUT"	Mean	4.1667	4.0833	4.1667	4.3333	4	4.1667
	N	12	12	12	12	12	12
"Hudel Smith,Pauline:ART-2355-002-LAYOUT"	Mean	4.2	4.1333	4.3333	4.4	3.9333	4.0667
	N	15	15	15	15	15	15
"Hudel Smith,Pauline:ART-4357-001-ADVERTISING DESIGN"	Mean	4.6429	4.5714	4.5714	4.5714	4.5	4.5714
	N	14	14	14	14	14	14
"Huff,Brian:IE-4322-001-ENTERPRISE SIMULATION (2102-22239)"	Mean	4.2857	3.7143	4.3571	4.2857	4.7857	4.2857
	N	14	14	14	14	14	14
"Huff,Brian:IE-5304-001-ADVANCED ENGR ECONOMY (2102-22253)"	Mean	4.6667	4.5556	4.5556	4.3333	4.5556	4.5556
	N	9	9	9	9	9	9
"Huff,Brian:IE-5304-002-ADVANCED ENGR ECONOMY"	Mean	4.6667	4.3333	4	5	5	4.6667
	N	3	3	3	3	3	3
"Huff,Brian:IE-5304-003-ADVANCED ENGR ECONOMY"	Mean	4	3	3	3	3	3
	N	1	1	1	1	1	1
"Huff,Brian:IE-5322-001-SIMULATION AND OPTIMIZATION (2102-22274)"	Mean	4.1667	4	4.3333	4.3333	4.3333	4.1667
	N	6	6	6	6	6	6
"Huff,Brian:IE-5322-002-SIMULATION AND OPTIMIZATION (2102-22275)"	Mean	4.5	4.5	4.25	4.5	4	4.25
	N	4	4	4	4	4	4
"Hullender,David:MAE-3319-001-DYN SYS MODELING & SIMULATION"	Mean	3.6471	3.2571	3.5143	4.2	3.5588	2.6571
	N	34	35	35	35	34	35
"Hullender,David:MAE-4310-001-INTRO TO AUTOMATIC CONTROL"	Mean	3.5	3.35	3.75	4.1	4.15	3.3158
	N	20	20	20	20	20	19
"Hungerford-Kresser,Holly:LIST-4343-002-CONTENT AREA RDG/WRTG"	Mean	4.8462	4.5385	4.7308	4.8462	4.8462	4.7692
	N	26	26	26	26	26	26
"Hungerford-Kresser,Holly:LIST-5384-001-ADVANCED PEDAGOGY OF WRITING"	Mean	4	5	5	5	5	5
	N	1	1	1	1	1	1
"Hunt,Andrew:EVSE 5322-001"	Mean	4.8333	4.8333	4.8333	5	5	5
	N	6	6	6	6	5	6
"Hunt,Andrew:GEOL-2414-001-GLOBAL ENV & HUMAN HEALTH"	Mean	4.3333	4	4.3333	4.3333	4.3333	4.6667
	N	3	3	3	3	3	3
"Hunt,Graham:MUSI-1186-001-SIGHTSING & EAR TRAINING II"	Mean	4.8333	4.8	4.8571	4.9	4.9	4.8333
	N	30	25	28	30	30	30
"Hunt,Graham:MUSI-1326-001-THEORY & HARMONY II"	Mean	4.6897	4.7586	4.6786	4.8966	4.7586	4.8276
	N	29	29	28	29	29	29
"Hunt,Graham:MUSI-1326-002-THEORY & HARMONY II"	Mean	4.8889	4.6897	4.8929	4.9667	4.8333	4.8667
	N	27	29	28	30	30	30
"Hunt,Graham:MUSI-3391-001-ADVANCED THEORY II"	Mean	4.6667	5	5	4.6667	4.6667	5
	N	3	3	3	3	3	3
"Hunt,Graham:MUSI-4393-001-CAPSTONE IN MUSIC THEORY"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Hunt,Graham:MUSI-4491-001-ADVANCED THEORY IV"	Mean	4	4	4	5	5	4
	N	1	1	1	1	1	1
"Hunter,Mary:SOCW-3301-001-HUM BEHAV I"	Mean	3.2105	3.4211	3.3684	4.0526	4.4211	3.6842
	N	19	19	19	19	19	19
"Hunter,Mary:SOCW-6320-001-PERSONAL RELATIONSHIPS"	Mean	3.5556	2.9412	3.1111	3.7778	4	3
	N	18	17	18	18	18	18
"Ickes,William:PSYC-3314-001-PSYCHOLOGY OF PERSONALITY"	Mean	3.9667	3.7241	3.9	4.5333	4.1667	3.8667
	N	30	29	30	30	30	30
"Ickes,William:PSYC-5321-001-PERSONALITY PSYCHOLOGY"	Mean	4.8	4.2	5	4.6	5	4.8
	N	5	5	5	5	5	5
"Idziak,Sandra:COMS-1301-006-FUNDAMENTALS OF SPEECH"	Mean	4.15	4	4.1	4.381	4.2632	4.1
	N	20	21	20	21	19	20
"Idziak,Sandra:COMS-3302-001-PROF & TECH COMM"	Mean	4.3333	4.2667	4.3333	4.5333	4	4.2667
	N	15	15	15	15	15	15
"Idziak,Sandra:COMS-3302-004-PROF & TECH COMM"	Mean	4.3043	4.087	4.087	4.2727	4	4.0476
	N	23	23	23	22	21	21
"Idziak,Sandra:COMS-3302-006-PROF & TECH COMM"	Mean	4.1667	4	3.9583	4.5417	4.0417	4.2174
	N	24	24	24	24	24	23
"Idziak,Sandra:COMS-3320-001-INTERVIEW PRINCIPLES"	Mean	3.75	4.1765	4.1176	4.3529	3.9412	3.9412
	N	16	17	17	17	17	17
"Ignagni,Joseph:POLS-2311-010-GOVT OF U S"	Mean	4.6111	4.5385	4.4615	4.7935	4.2747	4.6196
	N	90	91	91	92	91	92
"Ignagni,Joseph:POLS-3333-001-JURISPRUDENCE"	Mean	4.6897	4.7241	4.8966	4.931	4.6897	4.7586
	N	29	29	29	29	29	29
"Ikeda,Zenas:ART-4366-001-ONLINE DESIGN"	Mean	4.5	4.3333	4.5833	4.6	4.75	4.6667
	N	12	12	12	10	12	12
"Ikeda,Zenas:ART-4392-002-SPECIAL STUDIES"	Mean	4.125	4	4.375	4.5	4.625	4.375
	N	8	7	8	8	8	8
"Ikeda,Zenas:ART-5355-001-RESEARCH VISUAL COMMUNICATION"	Mean	4	3.5	4	4	3.5	4
	N	2	2	1	2	2	1
"Imrhan,Sheik:IE-4344-001-HUMAN FACTORS ENGINEERING (2102-22240)"	Mean	4.375	4.5	4.5417	4.625	4.5417	4.5833
	N	24	24	24	24	24	24
"Imrhan,Sheik:IE-5317-001-INTRO TO STATISTICS & OPS RES (2102-22264)"	Mean	3.9167	3.75	4.0833	3.75	4	3.5833
	N	12	12	12	12	12	12
"Imrhan,Sheik:IE-5317-002-INTRO TO STATISTICS & OPS RES (2102-22265)"	Mean	3.25	3.25	4.25	3.5	4.5	3.25
	N	4	4	4	4	4	4
"Imrhan,Sheik:IE-5338-001-HUMAN ENGINEERING (2102-22282)"	Mean	4.3	4.4	4.3	4.3	4.2	4.1
	N	10	10	10	10	10	10
"Imrhan,Sheik:IE-5338-003-HUMAN ENGINEERING"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Ingleright Telgenhoff,Ke:ART-1309-001-ART OF WEST I"	Mean	4.5116	4.4419	4.6047	4.7619	4.4884	4.3721
	N	43	43	43	42	43	43
"Ingleright Telgenhoff,Ke:ART-1317-001-NONWESTERN ART"	Mean	4.5641	4.1795	4.3714	4.5	4.5385	4.4359
	N	39	39	35	38	39	39
"Ingleright Telgenhoff,Ke:ART-3312-001-NEOCLASS & ROMANTICISM"	Mean	4.6667	4.6667	4.5294	4.7273	4.6765	4.7059
	N	33	33	34	33	34	34
"Ingram,Penelope:ENGL-3355-001-POST-COLONL LIT"	Mean	4	4	4.1111	4.2222	4.625	3.7778
	N	9	9	9	9	8	9
"Ingram,Penelope:ENGL-4399-002-SENIOR SEMINAR"	Mean	4.7857	4.7143	4.8571	4.8571	4.7857	4.7143
	N	14	14	14	14	14	14
"Ingram,Penelope:ENGL-4399-003-SENIOR SEMINAR"	Mean	4.6	4.2727	4.2727	4.8182	4.4545	4.2727
	N	10	11	11	11	11	11
"Ingram,Tom:ADVT-3305-001-ADVERTISING MEDIA"	Mean	3.8	3.9333	4.2	4.1333	3.8571	3.6667
	N	15	15	15	15	14	15
"Ingram,Tom:ADVT-4301-002-ADVERTISING / IMC CAMPAIGNS"	Mean	3.6	3.6667	4.2	3.8	3.9286	4
	N	15	15	15	15	14	15
"Iqbal,Imrana:ENGL-2309-005-WORLD LIT"	Mean	4.4444	4.3333	4.3333	4.6111	4.2222	4.6111
	N	18	18	18	18	18	18
